LATITUDE,LONGITUDE,probability
48.8172506749,2.2666524301,-0.00039867338
48.8221445655,2.2666524301,-0.0003891951
48.8270384561,2.2666524301,-6.382018e-05
48.8319323467,2.2666524301,4.791034e-05
48.8368262373,2.2666524301,2.5047439e-06
48.8417201279,2.2666524301,0.00015993942
48.8466140185,2.2666524301,0.00013920291
48.8515079091,2.2666524301,0.00032448195
48.8564017997,2.2666524301,0.00023574936
48.8612956903,2.2666524301,0.0002449296
48.8661895809,2.2666524301,0.00022163059
48.8710834715,2.2666524301,0.00038976205
48.8759773621,2.2666524301,0.00043985932
48.8808712527,2.2666524301,0.00017359912
48.8857651433,2.2666524301,0.00037771894
48.8906590339,2.2666524301,0.0003767323
48.8955529245,2.2666524301,0.00015571185
48.9004468151,2.2666524301,0.00013547651
48.9053407057,2.2666524301,4.679651e-05
48.9102345963,2.2666524301,1.1469557e-05
48.9151284869,2.2666524301,-1.0695673e-05
48.9200223775,2.2666524301,-7.695127e-06
48.9249162681,2.2666524301,-2.4238341e-05
48.9298101587,2.2666524301,-3.2541542e-05
48.9347040493,2.2666524301,-3.7992017e-05
48.9395979399,2.2666524301,-3.7992017e-05
48.9444918305,2.2666524301,-4.149771e-05
48.9493857211,2.2666524301,-4.1378014e-05
48.9542796117,2.2666524301,-4.9333634e-05
48.9591735023,2.2666524301,-4.9333634e-05
48.9640673929,2.2666524301,-4.9333634e-05
48.9689612835,2.2666524301,-4.9333634e-05
48.9738551741,2.2666524301,-4.9333634e-05
48.9787490647,2.2666524301,-4.9333634e-05
48.7389484253,2.2715463207,-7.893115e-05
48.7438423159,2.2715463207,-7.893115e-05
48.7487362065,2.2715463207,-7.893115e-05
48.7536300971,2.2715463207,-7.893115e-05
48.7585239877,2.2715463207,-7.893115e-05
48.7634178783,2.2715463207,-7.893115e-05
48.7683117689,2.2715463207,-6.9904745e-05
48.7732056595,2.2715463207,-7.232342e-05
48.7780995501,2.2715463207,-7.531088e-05
48.7829934407,2.2715463207,-7.421619e-05
48.7878873313,2.2715463207,-6.982036e-05
48.7927812219,2.2715463207,-5.9182545e-05
48.7976751125,2.2715463207,-5.2339867e-05
48.8025690031,2.2715463207,-6.695897e-05
48.8074628937,2.2715463207,-6.127314e-05
48.8123567843,2.2715463207,-0.00020044367
48.8172506749,2.2715463207,-0.00041140072
48.8221445655,2.2715463207,-0.00035631002
48.8270384561,2.2715463207,-4.6265828e-05
48.8319323467,2.2715463207,6.0110633e-05
48.8368262373,2.2715463207,1.4705063e-05
48.8417201279,2.2715463207,0.00017213964
48.8466140185,2.2715463207,0.00015140318
48.8515079091,2.2715463207,0.00033668216
48.8564017997,2.2715463207,0.00030036535
48.8612956903,2.2715463207,0.00030954546
48.8661895809,2.2715463207,0.00028624656
48.8710834715,2.2715463207,0.00048539863
48.8759773621,2.2715463207,0.0005964711
48.8808712527,2.2715463207,0.00033021087
48.8857651433,2.2715463207,0.00045624824
48.8906590339,2.2715463207,0.00045526164
48.8955529245,2.2715463207,0.00019897452
48.9004468151,2.2715463207,0.00015000203
